Subject,Raw,Vicon_PCA,MP_PCA,Vicon_Aug_PCA,SavitzkyGolay,Butterworth
1,0.6625467858168578,0.7793442938577051,0.6625467858168578,0.6599860219050854,0.6658328704637001,0.6713112744064852
10,-0.3016530046553927,0.7456703425689603,-0.3016530046553928,0.013667052011602529,-0.30538755807757445,-0.31308417001402067
13,-0.5204579731589148,0.8685620766051613,-0.5204579731589147,-0.29970924678697297,-0.537398147008445,-0.5332710381123638
18,0.8011137864033552,0.8869555198205167,0.8011137864033551,0.8266674228509944,0.8002495858925561,0.8010033548339602
25,-0.4175519885100796,0.8509650957945804,-0.4175519885100798,-0.2529944017532051,-0.42080385757227456,-0.41963951969042007
26,0.9694033797917802,0.9738504023254224,0.96940337979178,0.9729027105924517,0.9714387631822553,0.9729196027250244
