side,n_cycles,stride_time_sec,stride_time_std,cadence_per_min,cycle_variability_cv,rom_mean,rom_std,peak_flexion_mean,peak_extension_mean,hs_angle_mean
right,13,1.0666666666666667,0.07396002616336389,56.25,0.06933752452815364,73.06954881657501,15.975113498121022,73.41756015323084,0.3480113366558332,7.814295862323615
left,14,1.0571428571428572,0.11780301787479033,56.75675675675676,0.11143528717885572,66.24335914374743,19.801171476015753,67.39126270211962,1.147903558372168,8.882197011593911
